training_mode,mean_results,results
constant,0.3417475700378418,|[0.342233, 0.342233, 0.33495146, 0.35194173, 0.33737865]|
true_random,0.13203883469104766,|[0.11893204, 0.15533981, 0.15533981, 0.11165048, 0.11893204]|
