"","shape1F","shape2F","shape1E","shape2E","p0","p1","pF","pE","cF","cE","NEnrolledPts","EffStoppingBound","FutStoppingBound"
"1",0.3,0.7,0.001,0.001,0,0,0,0,0,0,1,0,0
"2",0.3,0.7,0.001,0.001,0,0,0,0,0,0,1,0,0
"3",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,1,-1,1
"4",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,2,-1,1
"5",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,3,-1,2
"6",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,4,-1,2
"7",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,5,0,2
"8",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,6,0,2
"9",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,7,0,2
"10",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,8,0,2
"11",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,9,0,3
"12",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,10,0,3
"13",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,11,1,3
"14",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,12,1,3
"15",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,13,1,3
"16",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,14,1,3
"17",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,15,2,3
"18",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,16,2,3
"19",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,17,2,3
"20",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,18,2,4
"21",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,19,3,4
"22",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,20,3,4
"23",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,21,3,4
"24",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,22,3,4
"25",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,23,4,4
"26",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,24,4,4
"27",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,25,4,4
"28",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,26,5,4
"29",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,27,5,4
"30",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,28,5,4
"31",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,29,5,4
"32",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,30,6,5
"33",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,31,6,5
"34",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,32,6,5
"35",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,33,7,5
"36",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,34,7,5
"37",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,35,7,5
"38",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,36,7,5
"39",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,37,8,5
"40",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,38,8,5
"41",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,39,8,5
"42",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,40,9,5
"43",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,41,9,5
"44",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,42,9,6
"45",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,43,10,6
"46",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,44,10,6
"47",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,45,10,6
"48",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,46,11,6
"49",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,47,11,6
"50",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,48,11,6
"51",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,49,12,6
"52",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,50,12,6
"53",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,51,12,6
"54",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,52,12,6
"55",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,53,13,6
"56",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,54,13,6
"57",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,55,13,7
"58",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,56,14,7
"59",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,57,14,7
"60",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,58,14,7
"61",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,59,15,7
"62",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,60,15,7
"63",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,61,15,7
"64",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,62,16,7
"65",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,63,16,7
"66",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,64,16,7
"67",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,65,17,7
"68",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,66,17,7
"69",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,67,17,7
"70",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,68,18,7
"71",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,69,18,8
"72",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,70,18,8
"73",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,71,19,8
"74",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,72,19,8
"75",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,73,19,8
"76",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,74,20,8
"77",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,75,20,8
"78",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,76,20,8
"79",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,77,21,8
"80",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,78,21,8
"81",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,79,21,8
"82",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,80,22,8
"83",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,81,22,8
"84",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,82,22,8
"85",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,83,23,9
"86",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,84,23,9
"87",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,85,23,9
"88",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,86,24,9
"89",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,87,24,9
"90",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,88,24,9
"91",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,89,25,9
"92",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,90,25,9
"93",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,91,25,9
"94",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,92,26,9
"95",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,93,26,9
"96",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,94,26,9
"97",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,95,27,9
"98",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,96,27,9
"99",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,97,27,10
"100",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,98,28,10
"101",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,99,28,10
"102",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.95,100,28,10
"103",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,1,-1,1
"104",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,2,-1,2
"105",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,3,-1,2
"106",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,4,-1,2
"107",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,5,0,2
"108",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,6,0,2
"109",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,7,0,2
"110",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,8,0,3
"111",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,9,0,3
"112",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,10,0,3
"113",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,11,1,3
"114",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,12,1,3
"115",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,13,1,3
"116",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,14,1,3
"117",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,15,2,3
"118",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,16,2,3
"119",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,17,2,4
"120",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,18,2,4
"121",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,19,3,4
"122",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,20,3,4
"123",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,21,3,4
"124",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,22,3,4
"125",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,23,4,4
"126",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,24,4,4
"127",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,25,4,4
"128",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,26,5,4
"129",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,27,5,4
"130",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,28,5,5
"131",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,29,5,5
"132",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,30,6,5
"133",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,31,6,5
"134",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,32,6,5
"135",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,33,7,5
"136",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,34,7,5
"137",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,35,7,5
"138",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,36,7,5
"139",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,37,8,5
"140",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,38,8,5
"141",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,39,8,5
"142",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,40,9,6
"143",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,41,9,6
"144",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,42,9,6
"145",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,43,10,6
"146",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,44,10,6
"147",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,45,10,6
"148",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,46,11,6
"149",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,47,11,6
"150",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,48,11,6
"151",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,49,12,6
"152",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,50,12,6
"153",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,51,12,6
"154",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,52,12,7
"155",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,53,13,7
"156",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,54,13,7
"157",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,55,13,7
"158",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,56,14,7
"159",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,57,14,7
"160",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,58,14,7
"161",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,59,15,7
"162",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,60,15,7
"163",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,61,15,7
"164",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,62,16,7
"165",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,63,16,7
"166",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,64,16,7
"167",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,65,17,8
"168",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,66,17,8
"169",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,67,17,8
"170",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,68,18,8
"171",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,69,18,8
"172",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,70,18,8
"173",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,71,19,8
"174",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,72,19,8
"175",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,73,19,8
"176",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,74,20,8
"177",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,75,20,8
"178",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,76,20,8
"179",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,77,21,8
"180",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,78,21,8
"181",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,79,21,9
"182",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,80,22,9
"183",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,81,22,9
"184",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,82,22,9
"185",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,83,23,9
"186",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,84,23,9
"187",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,85,23,9
"188",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,86,24,9
"189",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,87,24,9
"190",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,88,24,9
"191",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,89,25,9
"192",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,90,25,9
"193",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,91,25,9
"194",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,92,26,9
"195",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,93,26,10
"196",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,94,26,10
"197",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,95,27,10
"198",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,96,27,10
"199",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,97,27,10
"200",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,98,28,10
"201",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,99,28,10
"202",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.96,100,28,10
"203",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,1,-1,1
"204",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,2,-1,2
"205",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,3,-1,2
"206",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,4,-1,2
"207",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,5,0,2
"208",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,6,0,2
"209",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,7,0,3
"210",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,8,0,3
"211",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,9,0,3
"212",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,10,0,3
"213",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,11,1,3
"214",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,12,1,3
"215",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,13,1,3
"216",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,14,1,3
"217",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,15,2,4
"218",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,16,2,4
"219",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,17,2,4
"220",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,18,2,4
"221",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,19,3,4
"222",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,20,3,4
"223",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,21,3,4
"224",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,22,3,4
"225",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,23,4,4
"226",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,24,4,4
"227",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,25,4,4
"228",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,26,5,5
"229",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,27,5,5
"230",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,28,5,5
"231",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,29,5,5
"232",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,30,6,5
"233",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,31,6,5
"234",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,32,6,5
"235",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,33,7,5
"236",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,34,7,5
"237",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,35,7,5
"238",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,36,7,5
"239",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,37,8,6
"240",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,38,8,6
"241",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,39,8,6
"242",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,40,9,6
"243",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,41,9,6
"244",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,42,9,6
"245",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,43,10,6
"246",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,44,10,6
"247",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,45,10,6
"248",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,46,11,6
"249",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,47,11,6
"250",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,48,11,6
"251",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,49,12,7
"252",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,50,12,7
"253",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,51,12,7
"254",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,52,12,7
"255",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,53,13,7
"256",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,54,13,7
"257",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,55,13,7
"258",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,56,14,7
"259",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,57,14,7
"260",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,58,14,7
"261",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,59,15,7
"262",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,60,15,7
"263",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,61,15,7
"264",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,62,16,8
"265",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,63,16,8
"266",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,64,16,8
"267",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,65,17,8
"268",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,66,17,8
"269",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,67,17,8
"270",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,68,18,8
"271",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,69,18,8
"272",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,70,18,8
"273",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,71,19,8
"274",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,72,19,8
"275",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,73,19,8
"276",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,74,20,8
"277",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,75,20,9
"278",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,76,20,9
"279",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,77,21,9
"280",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,78,21,9
"281",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,79,21,9
"282",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,80,22,9
"283",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,81,22,9
"284",0.3,0.7,0.001,0.001,0.05,0.4,0.4,0.05,0.01,0.97,82,22,9
