"","shape1F","shape2F","shape1E","shape2E","p0","p1","pF","pE","cF","cE","NEnrolledPts","EffStoppingBound","FutStoppingBound"
"5239",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,37,15,13
"5240",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,38,15,13
"5241",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,39,16,13
"5242",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,40,16,14
"5243",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,41,17,14
"5244",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,42,17,14
"5245",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,43,18,14
"5246",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,44,18,15
"5247",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,45,19,15
"5248",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,46,19,15
"5249",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,47,20,16
"5250",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,48,21,16
"5251",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,49,21,16
"5252",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,50,22,16
"5253",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,51,22,17
"5254",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,52,23,17
"5255",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,53,23,17
"5256",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,54,24,17
"5257",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,55,24,18
"5258",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,56,25,18
"5259",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,57,25,18
"5260",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,58,26,18
"5261",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,59,26,19
"5262",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,60,27,19
"5263",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,61,27,19
"5264",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,62,28,19
"5265",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,63,28,20
"5266",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,64,29,20
"5267",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,65,29,20
"5268",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,66,30,20
"5269",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,67,30,21
"5270",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,68,31,21
"5271",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,69,32,21
"5272",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,70,32,21
"5273",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,71,33,22
"5274",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,72,33,22
"5275",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,73,34,22
"5276",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,74,34,22
"5277",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,75,35,22
"5278",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,76,35,23
"5279",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,77,36,23
"5280",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,78,36,23
"5281",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,79,37,23
"5282",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,80,37,24
"5283",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,81,38,24
"5284",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,82,38,24
"5285",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,83,39,24
"5286",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,84,40,25
"5287",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,85,40,25
"5288",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,86,41,25
"5289",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,87,41,25
"5290",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,88,42,26
"5291",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,89,42,26
"5292",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,90,43,26
"5293",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,91,43,26
"5294",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,92,44,27
"5295",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,93,44,27
"5296",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,94,45,27
"5297",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,95,45,27
"5298",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,96,46,28
"5299",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,97,47,28
"5300",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,98,47,28
"5301",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,99,48,28
"5302",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.97,100,48,29
"5303",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,1,-1,1
"5304",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,2,-1,2
"5305",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,3,0,3
"5306",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,4,0,3
"5307",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,5,0,4
"5308",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,6,1,4
"5309",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,7,1,4
"5310",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,8,1,5
"5311",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,9,2,5
"5312",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,10,2,5
"5313",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,11,2,6
"5314",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,12,3,6
"5315",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,13,3,6
"5316",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,14,4,7
"5317",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,15,4,7
"5318",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,16,5,7
"5319",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,17,5,8
"5320",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,18,6,8
"5321",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,19,6,8
"5322",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,20,7,9
"5323",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,21,7,9
"5324",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,22,7,9
"5325",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,23,8,10
"5326",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,24,8,10
"5327",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,25,9,10
"5328",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,26,9,10
"5329",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,27,10,11
"5330",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,28,10,11
"5331",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,29,11,11
"5332",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,30,11,11
"5333",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,31,12,12
"5334",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,32,12,12
"5335",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,33,13,12
"5336",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,34,13,13
"5337",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,35,14,13
"5338",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,36,14,13
"5339",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,37,15,13
"5340",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,38,15,14
"5341",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,39,16,14
"5342",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,40,16,14
"5343",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,41,17,14
"5344",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,42,17,15
"5345",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,43,18,15
"5346",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,44,18,15
"5347",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,45,19,16
"5348",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,46,19,16
"5349",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,47,20,16
"5350",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,48,21,16
"5351",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,49,21,17
"5352",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,50,22,17
"5353",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,51,22,17
"5354",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,52,23,17
"5355",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,53,23,18
"5356",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,54,24,18
"5357",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,55,24,18
"5358",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,56,25,18
"5359",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,57,25,19
"5360",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,58,26,19
"5361",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,59,26,19
"5362",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,60,27,19
"5363",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,61,27,20
"5364",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,62,28,20
"5365",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,63,28,20
"5366",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,64,29,20
"5367",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,65,29,21
"5368",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,66,30,21
"5369",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,67,30,21
"5370",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,68,31,21
"5371",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,69,32,22
"5372",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,70,32,22
"5373",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,71,33,22
"5374",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,72,33,22
"5375",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,73,34,23
"5376",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,74,34,23
"5377",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,75,35,23
"5378",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,76,35,23
"5379",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,77,36,24
"5380",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,78,36,24
"5381",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,79,37,24
"5382",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,80,37,24
"5383",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,81,38,25
"5384",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,82,38,25
"5385",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,83,39,25
"5386",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,84,40,25
"5387",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,85,40,26
"5388",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,86,41,26
"5389",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,87,41,26
"5390",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,88,42,26
"5391",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,89,42,27
"5392",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,90,43,27
"5393",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,91,43,27
"5394",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,92,44,27
"5395",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,93,44,28
"5396",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,94,45,28
"5397",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,95,45,28
"5398",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,96,46,28
"5399",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,97,47,29
"5400",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,98,47,29
"5401",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,99,48,29
"5402",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.98,100,48,29
"5403",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,1,-1,1
"5404",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,2,-1,2
"5405",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,3,0,3
"5406",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,4,0,3
"5407",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,5,0,4
"5408",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,6,1,4
"5409",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,7,1,5
"5410",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,8,1,5
"5411",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,9,2,6
"5412",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,10,2,6
"5413",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,11,2,6
"5414",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,12,3,7
"5415",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,13,3,7
"5416",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,14,4,7
"5417",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,15,4,8
"5418",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,16,5,8
"5419",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,17,5,8
"5420",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,18,6,9
"5421",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,19,6,9
"5422",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,20,7,9
"5423",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,21,7,9
"5424",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,22,7,10
"5425",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,23,8,10
"5426",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,24,8,10
"5427",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,25,9,11
"5428",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,26,9,11
"5429",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,27,10,11
"5430",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,28,10,12
"5431",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,29,11,12
"5432",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,30,11,12
"5433",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,31,12,12
"5434",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,32,12,13
"5435",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,33,13,13
"5436",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,34,13,13
"5437",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,35,14,14
"5438",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,36,14,14
"5439",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,37,15,14
"5440",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,38,15,14
"5441",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,39,16,15
"5442",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,40,16,15
"5443",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,41,17,15
"5444",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,42,17,16
"5445",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,43,18,16
"5446",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,44,18,16
"5447",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,45,19,16
"5448",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,46,19,17
"5449",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,47,20,17
"5450",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,48,21,17
"5451",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,49,21,17
"5452",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,50,22,18
"5453",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,51,22,18
"5454",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,52,23,18
"5455",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,53,23,18
"5456",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,54,24,19
"5457",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,55,24,19
"5458",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,56,25,19
"5459",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,57,25,20
"5460",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,58,26,20
"5461",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,59,26,20
"5462",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,60,27,20
"5463",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,61,27,21
"5464",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,62,28,21
"5465",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,63,28,21
"5466",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,64,29,21
"5467",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,65,29,22
"5468",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,66,30,22
"5469",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,67,30,22
"5470",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,68,31,22
"5471",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,69,32,23
"5472",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,70,32,23
"5473",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,71,33,23
"5474",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,72,33,23
"5475",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,73,34,24
"5476",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,74,34,24
"5477",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,75,35,24
"5478",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,76,35,24
"5479",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,77,36,25
"5480",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,78,36,25
"5481",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,79,37,25
"5482",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,80,37,25
"5483",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,81,38,26
"5484",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,82,38,26
"5485",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,83,39,26
"5486",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,84,40,26
"5487",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,85,40,27
"5488",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,86,41,27
"5489",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,87,41,27
"5490",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,88,42,27
"5491",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,89,42,28
"5492",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,90,43,28
"5493",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,91,43,28
"5494",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,92,44,28
"5495",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,93,44,29
"5496",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,94,45,29
"5497",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,95,45,29
"5498",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,96,46,29
"5499",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,97,47,30
"5500",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,98,47,30
"5501",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,99,48,30
"5502",0.3,0.7,0.001,0.001,0.2,0.6,0.6,0.2,0.01,0.99,100,48,30
"5503",0.3,0.7,0.001,0.001,0.2,0.8,0.8,0.2,0.01,0.95,1,-1,1
"5504",0.3,0.7,0.001,0.001,0.2,0.8,0.8,0.2,0.01,0.95,2,0,2
"5505",0.3,0.7,0.001,0.001,0.2,0.8,0.8,0.2,0.01,0.95,3,0,2
"5506",0.3,0.7,0.001,0.001,0.2,0.8,0.8,0.2,0.01,0.95,4,1,3
"5507",0.3,0.7,0.001,0.001,0.2,0.8,0.8,0.2,0.01,0.95,5,1,3
"5508",0.3,0.7,0.001,0.001,0.2,0.8,0.8,0.2,0.01,0.95,6,2,4
"5509",0.3,0.7,0.001,0.001,0.2,0.8,0.8,0.2,0.01,0.95,7,3,4
"5510",0.3,0.7,0.001,0.001,0.2,0.8,0.8,0.2,0.01,0.95,8,3,4
"5511",0.3,0.7,0.001,0.001,0.2,0.8,0.8,0.2,0.01,0.95,9,4,5
"5512",0.3,0.7,0.001,0.001,0.2,0.8,0.8,0.2,0.01,0.95,10,4,5
"5513",0.3,0.7,0.001,0.001,0.2,0.8,0.8,0.2,0.01,0.95,11,5,5
"5514",0.3,0.7,0.001,0.001,0.2,0.8,0.8,0.2,0.01,0.95,12,6,6
"5515",0.3,0.7,0.001,0.001,0.2,0.8,0.8,0.2,0.01,0.95,13,6,6
"5516",0.3,0.7,0.001,0.001,0.2,0.8,0.8,0.2,0.01,0.95,14,7,6
