initial_weights_and_bias_mode,mean_results,results
zeros,0.32912620306015017,|[0.32766989, 0.33252427, 0.32766989, 0.32766989, 0.33009708]|
noisy,0.33640776872634887,|[0.33495146, 0.33737865, 0.342233, 0.33737865, 0.33009708]|
